interface,module,line,kind
repo_relative,scripts.audit_fuzzy_corrections,65,function
load_alias_pairs,scripts.audit_fuzzy_corrections,72,function
high_risk_reasons,scripts.audit_fuzzy_corrections,88,function
discover_transcripts,scripts.audit_fuzzy_corrections,102,function
generate_correction_logs,scripts.audit_fuzzy_corrections,118,function
discover_correction_logs,scripts.audit_fuzzy_corrections,144,function
read_log_entries,scripts.audit_fuzzy_corrections,156,function
build_entries,scripts.audit_fuzzy_corrections,169,function
score_distribution,scripts.audit_fuzzy_corrections,199,function
top_changes,scripts.audit_fuzzy_corrections,215,function
entry_rows,scripts.audit_fuzzy_corrections,223,function
build_report,scripts.audit_fuzzy_corrections,227,function
markdown_table,scripts.audit_fuzzy_corrections,282,function
render_markdown,scripts.audit_fuzzy_corrections,292,function
write_reports,scripts.audit_fuzzy_corrections,414,function
parse_args,scripts.audit_fuzzy_corrections,421,function
main,scripts.audit_fuzzy_corrections,435,function
to_json,scripts.audit_fuzzy_corrections,49,function
read_manifest,scripts.benchmark_aura_meetily_asr,34,function
normalize,scripts.benchmark_aura_meetily_asr,44,function
edit_distance,scripts.benchmark_aura_meetily_asr,48,function
cer,scripts.benchmark_aura_meetily_asr,64,function
audio_duration,scripts.benchmark_aura_meetily_asr,69,function
append_jsonl,scripts.benchmark_aura_meetily_asr,74,function
gpu_snapshot,scripts.benchmark_aura_meetily_asr,79,function
cuda_architecture,scripts.benchmark_aura_meetily_asr,89,function
monitor_gpu,scripts.benchmark_aura_meetily_asr,99,function
run_aura,scripts.benchmark_aura_meetily_asr,114,function
run_meetily,scripts.benchmark_aura_meetily_asr,184,function
write_reports,scripts.benchmark_aura_meetily_asr,297,function
main,scripts.benchmark_aura_meetily_asr,363,function
load_audit_report,scripts.build_fuzzy_manual_review,21,function
build_manual_review_rows,scripts.build_fuzzy_manual_review,59,function
write_queue_csv,scripts.build_fuzzy_manual_review,113,function
build_summary,scripts.build_fuzzy_manual_review,121,function
write_summary_json,scripts.build_fuzzy_manual_review,142,function
render_guide,scripts.build_fuzzy_manual_review,147,function
write_guide,scripts.build_fuzzy_manual_review,194,function
build_manual_review_package,scripts.build_fuzzy_manual_review,199,function
parse_args,scripts.build_fuzzy_manual_review,214,function
main,scripts.build_fuzzy_manual_review,223,function
normalize_version,scripts.bump_version,17,function
increment_version,scripts.bump_version,26,function
read_current_version,scripts.bump_version,37,function
normalize_release_date,scripts.bump_version,45,function
replace_once,scripts.bump_version,52,function
update_file,scripts.bump_version,59,function
update_files,scripts.bump_version,71,function
main,scripts.bump_version,120,function
main,scripts.capture_agent_transfer_review_screenshots,270,function
spin_until,scripts.capture_agent_workspace_screenshot,34,function
prepare_state,scripts.capture_agent_workspace_screenshot,43,function
main,scripts.capture_agent_workspace_screenshot,112,function
read_text,scripts.check_denoise_eval_workspace,40,function
count_rare_terms,scripts.check_denoise_eval_workspace,46,function
probe_duration_seconds,scripts.check_denoise_eval_workspace,56,function
check_case,scripts.check_denoise_eval_workspace,80,function
discover_case_dirs,scripts.check_denoise_eval_workspace,124,function
check_workspace,scripts.check_denoise_eval_workspace,130,function
render_markdown,scripts.check_denoise_eval_workspace,162,function
parse_args,scripts.check_denoise_eval_workspace,191,function
main,scripts.check_denoise_eval_workspace,202,function
ready,scripts.check_denoise_eval_workspace,24,function
shell_quote,scripts.discover_denoise_eval_candidates,35,function
probe_duration_seconds,scripts.discover_denoise_eval_candidates,40,function
read_text_length,scripts.discover_denoise_eval_candidates,64,function
transcript_candidates_for_audio,scripts.discover_denoise_eval_candidates,71,function
best_transcript_for_audio,scripts.discover_denoise_eval_candidates,95,function
suggest_category,scripts.discover_denoise_eval_candidates,122,function
discover_audio_files,scripts.discover_denoise_eval_candidates,130,function
build_prepare_command,scripts.discover_denoise_eval_candidates,136,function
discover_candidates,scripts.discover_denoise_eval_candidates,170,function
render_markdown,scripts.discover_denoise_eval_candidates,235,function
write_outputs,scripts.discover_denoise_eval_candidates,262,function
parse_args,scripts.discover_denoise_eval_candidates,271,function
main,scripts.discover_denoise_eval_candidates,289,function
rank,scripts.discover_denoise_eval_candidates,101,function
normalize_metric_text,scripts.evaluate_denoise_backends,66,function
levenshtein_distance,scripts.evaluate_denoise_backends,70,function
character_error_rate,scripts.evaluate_denoise_backends,83,function
word_error_rate,scripts.evaluate_denoise_backends,91,function
rare_term_report,scripts.evaluate_denoise_backends,99,function
rare_term_hit_rate,scripts.evaluate_denoise_backends,114,function
read_optional_text,scripts.evaluate_denoise_backends,123,function
read_rare_terms,scripts.evaluate_denoise_backends,129,function
discover_eval_cases,scripts.evaluate_denoise_backends,140,function
ensure_supported_backends,scripts.evaluate_denoise_backends,155,function
meeting_distance_mode_for_backend,scripts.evaluate_denoise_backends,162,function
process_off,scripts.evaluate_denoise_backends,174,function
process_noisereduce,scripts.evaluate_denoise_backends,179,function
process_deepfilternet,scripts.evaluate_denoise_backends,186,function
process_clearvoice,scripts.evaluate_denoise_backends,193,function
process_wpe,scripts.evaluate_denoise_backends,200,function
process_backend,scripts.evaluate_denoise_backends,208,function
transcribe_audio,scripts.evaluate_denoise_backends,225,function
evaluate_case_backend,scripts.evaluate_denoise_backends,241,function
recommend_backends_by_category,scripts.evaluate_denoise_backends,311,function
render_markdown,scripts.evaluate_denoise_backends,344,function
write_reports,scripts.evaluate_denoise_backends,386,function
parse_args,scripts.evaluate_denoise_backends,402,function
main,scripts.evaluate_denoise_backends,415,function
read_json,scripts.evaluate_g4e4b_pipeline_validity,30,function
sha256_file,scripts.evaluate_g4e4b_pipeline_validity,34,function
file_signature,scripts.evaluate_g4e4b_pipeline_validity,42,function
resolve_manifest_path,scripts.evaluate_g4e4b_pipeline_validity,48,function
context_rows,scripts.evaluate_g4e4b_pipeline_validity,53,function
manifest_by_file_id,scripts.evaluate_g4e4b_pipeline_validity,58,function
transcript_pair_status,scripts.evaluate_g4e4b_pipeline_validity,62,function
build_report,scripts.evaluate_g4e4b_pipeline_validity,89,function
render_markdown,scripts.evaluate_g4e4b_pipeline_validity,142,function
write_report,scripts.evaluate_g4e4b_pipeline_validity,181,function
parse_args,scripts.evaluate_g4e4b_pipeline_validity,188,function
main,scripts.evaluate_g4e4b_pipeline_validity,200,function
repo_relative,scripts.evaluate_summary_impact,38,function
is_excluded,scripts.evaluate_summary_impact,45,function
read_text,scripts.evaluate_summary_impact,49,function
read_json,scripts.evaluate_summary_impact,55,function
normalize_summary_text,scripts.evaluate_summary_impact,59,function
summary_candidate_paths,scripts.evaluate_summary_impact,65,function
first_existing,scripts.evaluate_summary_impact,87,function
discover_artifact_sets,scripts.evaluate_summary_impact,94,function
load_domain_terms,scripts.evaluate_summary_impact,123,function
term_present,scripts.evaluate_summary_impact,133,function
terms_in_text,scripts.evaluate_summary_impact,141,function
read_correction_entries,scripts.evaluate_summary_impact,148,function
correction_term_evidence,scripts.evaluate_summary_impact,158,function
compare_artifact_set,scripts.evaluate_summary_impact,178,function
aggregate_rows,scripts.evaluate_summary_impact,243,function
build_report,scripts.evaluate_summary_impact,266,function
markdown_table,scripts.evaluate_summary_impact,281,function
render_markdown,scripts.evaluate_summary_impact,290,function
write_reports,scripts.evaluate_summary_impact,350,function
parse_args,scripts.evaluate_summary_impact,357,function
main,scripts.evaluate_summary_impact,366,function
rare_hit_rate,scripts.gate_denoise_default_promotion,37,function
load_results,scripts.gate_denoise_default_promotion,46,function
result_has_metrics,scripts.gate_denoise_default_promotion,53,function
average,scripts.gate_denoise_default_promotion,59,function
evaluate_promotion_gate,scripts.gate_denoise_default_promotion,71,function
render_markdown,scripts.gate_denoise_default_promotion,198,function
parse_args,scripts.gate_denoise_default_promotion,239,function
main,scripts.gate_denoise_default_promotion,252,function
read_text,scripts.generate_meeting_summary,23,function
transcript_from_json_fixture,scripts.generate_meeting_summary,27,function
load_transcript,scripts.generate_meeting_summary,35,function
dry_run_summary,scripts.generate_meeting_summary,43,function
write_outputs,scripts.generate_meeting_summary,85,function
parse_args,scripts.generate_meeting_summary,94,function
main,scripts.generate_meeting_summary,103,function
repo_relative,scripts.generate_paired_summary_artifacts,45,function
load_config,scripts.generate_paired_summary_artifacts,52,function
sample_config_value,scripts.generate_paired_summary_artifacts,61,function
read_log,scripts.generate_paired_summary_artifacts,68,function
normalize_entry,scripts.generate_paired_summary_artifacts,81,function
discover_candidates,scripts.generate_paired_summary_artifacts,92,function
clean_slug,scripts.generate_paired_summary_artifacts,115,function
unique_terms,scripts.generate_paired_summary_artifacts,120,function
sanitized_log_entries,scripts.generate_paired_summary_artifacts,124,function
write_sample_artifacts,scripts.generate_paired_summary_artifacts,142,function
build_manifest,scripts.generate_paired_summary_artifacts,192,function
generate_samples,scripts.generate_paired_summary_artifacts,213,function
parse_args,scripts.generate_paired_summary_artifacts,232,function
main,scripts.generate_paired_summary_artifacts,242,function
category_count,scripts.generate_paired_summary_artifacts,37,function
accepted_count,scripts.generate_paired_summary_artifacts,41,function
create_case_template,scripts.init_denoise_eval_workspace,79,function
init_workspace,scripts.init_denoise_eval_workspace,90,function
parse_args,scripts.init_denoise_eval_workspace,103,function
main,scripts.init_denoise_eval_workspace,110,function
prepare,scripts.prepare_common_voice24_benchmark,17,function
main,scripts.prepare_common_voice24_benchmark,59,function
read_reference_text,scripts.prepare_denoise_eval_case,8,function
write_if_requested,scripts.prepare_denoise_eval_case,18,function
append_notes,scripts.prepare_denoise_eval_case,26,function
prepare_eval_case,scripts.prepare_denoise_eval_case,37,function
parse_args,scripts.prepare_denoise_eval_case,99,function
main,scripts.prepare_denoise_eval_case,115,function
main,scripts.run_agent_live_codex_smoke,92,function
main,scripts.run_agent_stable_daily_soak,80,function
new_tab,scripts.run_agent_stable_daily_soak,131,function
run_soak,scripts.run_agent_workspace_soak,101,function
main,scripts.run_agent_workspace_soak,297,function
repo_relative,scripts.run_gemma4_e4b_summary_impact,110,function
load_config,scripts.run_gemma4_e4b_summary_impact,117,function
nested,scripts.run_gemma4_e4b_summary_impact,126,function
runner_config,scripts.run_gemma4_e4b_summary_impact,133,function
empty_summary,scripts.run_gemma4_e4b_summary_impact,158,function
build_summary_prompt,scripts.run_gemma4_e4b_summary_impact,168,function
prompt_uses_correction_log,scripts.run_gemma4_e4b_summary_impact,193,function
check_model_available,scripts.run_gemma4_e4b_summary_impact,197,function
ollama_request,scripts.run_gemma4_e4b_summary_impact,217,function
check_ollama_available,scripts.run_gemma4_e4b_summary_impact,229,function
safe_report_row,scripts.run_gemma4_e4b_summary_impact,249,function
build_runner,scripts.run_gemma4_e4b_summary_impact,265,function
safe_filename,scripts.run_gemma4_e4b_summary_impact,321,function
clean_log_slug,scripts.run_gemma4_e4b_summary_impact,325,function
artifact_from_real_pair,scripts.run_gemma4_e4b_summary_impact,333,function
discover_real_transcript_artifact_sets,scripts.run_gemma4_e4b_summary_impact,345,function
candidate_score,scripts.run_gemma4_e4b_summary_impact,371,function
select_artifacts,scripts.run_gemma4_e4b_summary_impact,380,function
discover_candidate_artifact_sets,scripts.run_gemma4_e4b_summary_impact,407,function
parse_summary_json,scripts.run_gemma4_e4b_summary_impact,430,function
domain_term_count,scripts.run_gemma4_e4b_summary_impact,459,function
summary_has_content,scripts.run_gemma4_e4b_summary_impact,463,function
summary_search_text,scripts.run_gemma4_e4b_summary_impact,481,function
rejected_and_manual_terms,scripts.run_gemma4_e4b_summary_impact,494,function
canonical_terms,scripts.run_gemma4_e4b_summary_impact,501,function
original_spans,scripts.run_gemma4_e4b_summary_impact,510,function
classify_decision_change,scripts.run_gemma4_e4b_summary_impact,515,function
hallucinated_terms,scripts.run_gemma4_e4b_summary_impact,540,function
evaluate_pair,scripts.run_gemma4_e4b_summary_impact,549,function
aggregate_report,scripts.run_gemma4_e4b_summary_impact,589,function
write_manifest,scripts.run_gemma4_e4b_summary_impact,648,function
render_markdown,scripts.run_gemma4_e4b_summary_impact,694,function
write_report,scripts.run_gemma4_e4b_summary_impact,740,function
run_model_backed_pairs,scripts.run_gemma4_e4b_summary_impact,747,function
parse_args,scripts.run_gemma4_e4b_summary_impact,790,function
write_privacy_clearance,scripts.run_gemma4_e4b_summary_impact,800,function
main,scripts.run_gemma4_e4b_summary_impact,820,function
generate,scripts.run_gemma4_e4b_summary_impact,281,function
included,scripts.run_gemma4_e4b_summary_impact,388,function
main,scripts.runtime_report,11,function
parse_args,scripts.summarize_audit_events,17,function
main,scripts.summarize_audit_events,25,function
write_sample_wav,scripts.windows_asr_artifact_smoke,17,function
main,scripts.windows_asr_artifact_smoke,30,function
main,scripts.windows_gpu_smoke,15,function
load_glossary,src.asr_postprocess.fuzzy_corrector,73,function
glossary_entries,src.asr_postprocess.fuzzy_corrector,87,function
glossary_thresholds,src.asr_postprocess.fuzzy_corrector,112,function
llm_verification_enabled,src.asr_postprocess.fuzzy_corrector,121,function
correction_policy,src.asr_postprocess.fuzzy_corrector,125,function
correct_transcript,src.asr_postprocess.fuzzy_corrector,273,function
write_correction_log,src.asr_postprocess.fuzzy_corrector,327,function
span,src.asr_postprocess.fuzzy_corrector,45,function
to_log_entry,src.asr_postprocess.fuzzy_corrector,48,function
changed,src.asr_postprocess.fuzzy_corrector,69,function
register,src.aura.agent.action_registry,23,function
resolve,src.aura.agent.action_registry,30,function
invoke,src.aura.agent.action_registry,42,function
from_environment,src.aura.agent.config,61,function
validate_transition,src.aura.agent.contracts,459,function
create,src.aura.agent.contracts,114,function
to_dict,src.aura.agent.contracts,146,function
from_dict,src.aura.agent.contracts,164,function
is_valid,src.aura.agent.contracts,676,function
set_provider,src.aura.agent.controller,56,function
configure,src.aura.agent.controller,89,function
start_run,src.aura.agent.controller,115,function
resolve_approval,src.aura.agent.controller,228,function
stop,src.aura.agent.controller,250,function
shutdown,src.aura.agent.controller,270,function
to_dict,src.aura.agent.evidence,49,function
to_context,src.aura.agent.evidence,52,function
list_action_candidates,src.aura.agent.evidence,84,function
local_audio_span,src.aura.agent.evidence,120,function
select_confirmed_action,src.aura.agent.evidence,149,function
select_full_transcript,src.aura.agent.evidence,258,function
resolve_model_profile,src.aura.agent.model_profile,73,function
resolve_sol_ultra,src.aura.agent.model_profile,137,function
create_run,src.aura.agent.persistence,101,function
run_dir,src.aura.agent.persistence,125,function
append_event,src.aura.agent.persistence,133,function
append_approval,src.aura.agent.persistence,138,function
append_command,src.aura.agent.persistence,141,function
write_patch,src.aura.agent.persistence,144,function
update_run,src.aura.agent.persistence,168,function
write_json,src.aura.agent.persistence,175,function
discover_incomplete,src.aura.agent.persistence,189,function
mark_interrupted,src.aura.agent.persistence,200,function
artifact_digests,src.aura.agent.persistence,245,function
export_run_bundle,src.aura.agent.persistence,255,function
close,src.aura.agent.persistence,353,function
schema_version,src.aura.agent.persistence,360,function
validate,src.aura.agent.persistence,363,function
register_repository,src.aura.agent.persistence,371,function
set_repository_allowed,src.aura.agent.persistence,419,function
repositories,src.aura.agent.persistence,435,function
repository,src.aura.agent.persistence,442,function
create_work_item,src.aura.agent.persistence,451,function
work_item,src.aura.agent.persistence,482,function
work_items,src.aura.agent.persistence,495,function
update_work_item_draft,src.aura.agent.persistence,515,function
rename_work_item,src.aura.agent.persistence,553,function
transition_work_item,src.aura.agent.persistence,572,function
create_run,src.aura.agent.persistence,588,function
run,src.aura.agent.persistence,625,function
transition_run,src.aura.agent.persistence,634,function
transition_publication,src.aura.agent.persistence,688,function
enqueue,src.aura.agent.persistence,701,function
queue,src.aura.agent.persistence,759,function
active_live_runs,src.aura.agent.persistence,775,function
set_queue_wait_reason,src.aura.agent.persistence,803,function
claim_queued,src.aura.agent.persistence,822,function
request_stop,src.aura.agent.persistence,869,function
reorder_queue,src.aura.agent.persistence,899,function
cancel_queued,src.aura.agent.persistence,911,function
append_evidence_link,src.aura.agent.persistence,931,function
evidence_link_history,src.aura.agent.persistence,966,function
store_session_grant,src.aura.agent.persistence,979,function
revoke_repository_grants,src.aura.agent.persistence,999,function
create_recovery_record,src.aura.agent.persistence,1016,function
recovery_cards,src.aura.agent.persistence,1042,function
resolve_recovery,src.aura.agent.persistence,1061,function
index_artifact,src.aura.agent.persistence,1091,function
summary,src.aura.agent.persistence,1313,function
cleanup_preview,src.aura.agent.persistence,1334,function
path_has_sensitive_component,src.aura.agent.policy,68,function
sanitize_remote_url,src.aura.agent.policy,91,function
neutralize_runtime_text,src.aura.agent.policy,389,function
build_transfer_preview,src.aura.agent.policy,395,function
validate_repository,src.aura.agent.policy,138,function
validate_read,src.aura.agent.policy,161,function
validate_write,src.aura.agent.policy,169,function
validate_worktree_root,src.aura.agent.policy,177,function
evaluate,src.aura.agent.policy,262,function
allows,src.aura.agent.policy,519,function
evaluate_command,src.aura.agent.policy,565,function
approve,src.aura.agent.policy,776,function
is_valid,src.aura.agent.policy,795,function
scan_untrusted,src.aura.agent.policy,810,function
preview_text,src.aura.agent.policy,839,function
authorize,src.aura.agent.policy,886,function
start,src.aura.agent.providers.base,11,function
shutdown,src.aura.agent.providers.base,13,function
list_models,src.aura.agent.providers.base,15,function
interrupt_turn,src.aura.agent.providers.base,17,function
resolve_approval,src.aura.agent.providers.base,19,function
start,src.aura.agent.providers.codex_app_server,178,function
shutdown,src.aura.agent.providers.codex_app_server,235,function
list_models,src.aura.agent.providers.codex_app_server,242,function
select_profile,src.aura.agent.providers.codex_app_server,245,function
read_account,src.aura.agent.providers.codex_app_server,252,function
start_chatgpt_login,src.aura.agent.providers.codex_app_server,255,function
start_device_code_login,src.aura.agent.providers.codex_app_server,266,function
logout,src.aura.agent.providers.codex_app_server,273,function
cancel_login,src.aura.agent.providers.codex_app_server,276,function
list_threads,src.aura.agent.providers.codex_app_server,285,function
read_thread,src.aura.agent.providers.codex_app_server,292,function
archive_thread,src.aura.agent.providers.codex_app_server,299,function
steer_turn,src.aura.agent.providers.codex_app_server,306,function
start_run,src.aura.agent.providers.codex_app_server,319,function
resume_thread,src.aura.agent.providers.codex_app_server,448,function
interrupt_turn,src.aura.agent.providers.codex_app_server,466,function
stop,src.aura.agent.providers.codex_app_server,478,function
resolve_approval,src.aura.agent.providers.codex_app_server,488,function
compatibility_manifest,src.aura.agent.providers.codex_compat,26,function
assess_version,src.aura.agent.providers.codex_compat,39,function
discover_version,src.aura.agent.providers.codex_compat,71,function
live_allowed,src.aura.agent.providers.codex_compat,22,function
redact_diagnostic,src.aura.agent.providers.codex_rpc,27,function
start,src.aura.agent.providers.codex_rpc,87,function
request,src.aura.agent.providers.codex_rpc,102,function
notify,src.aura.agent.providers.codex_rpc,131,function
respond,src.aura.agent.providers.codex_rpc,137,function
cancel_request,src.aura.agent.providers.codex_rpc,149,function
shutdown,src.aura.agent.providers.codex_rpc,157,function
events_for,src.aura.agent.providers.demo,37,function
start,src.aura.agent.providers.demo,224,function
start_run,src.aura.agent.providers.demo,227,function
pause,src.aura.agent.providers.demo,238,function
resume,src.aura.agent.providers.demo,243,function
resolve_approval,src.aura.agent.providers.demo,250,function
stop,src.aura.agent.providers.demo,263,function
reset,src.aura.agent.providers.demo,279,function
shutdown,src.aura.agent.providers.demo,287,function
list_models,src.aura.agent.providers.demo,291,function
interrupt_turn,src.aura.agent.providers.demo,294,function
through,src.aura.agent.providers.demo,58,function
through_phase,src.aura.agent.providers.demo,64,function
build_pr_body,src.aura.agent.publication,44,function
commit,src.aura.agent.publication,96,function
readiness,src.aura.agent.publication,135,function
remote_allowed,src.aura.agent.publication,144,function
push,src.aura.agent.publication,157,function
open_pull_request,src.aura.agent.publication,190,function
evidence,src.aura.agent.publication,249,function
redact,src.aura.agent.reporting,523,function
limit,src.aura.agent.reporting,526,function
generate,src.aura.agent.reporting,606,function
write_archive_status,src.aura.agent.reporting,744,function
inspect,src.aura.agent.repository_registry,42,function
confirm_add,src.aura.agent.repository_registry,142,function
remove,src.aura.agent.repository_registry,175,function
portable_export,src.aura.agent.repository_registry,188,function
export_json,src.aura.agent.repository_registry,217,function
evaluate_start,src.aura.agent.scheduler,60,function
recording_started,src.aura.agent.scheduler,103,function
start_next,src.aura.agent.scheduler,137,function
stop,src.aura.agent.scheduler,169,function
transition_phase,src.aura.agent.state,73,function
reduce_event,src.aura.agent.state,85,function
preview,src.aura.agent.state,184,function
apply,src.aura.agent.state,197,function
export,src.aura.agent.support,21,function
get,src.aura.agent.workflows,173,function
resolve_command,src.aura.agent.workflows,179,function
all,src.aura.agent.workflows,186,function
suggestions,src.aura.agent.workflows,189,function
create,src.aura.agent.worktree,49,function
export_patch,src.aura.agent.worktree,125,function
main,src.aura.app,219,function
resolve_initial_prompt,src.aura.asr.file_pipeline,86,function
build_transcribe_kwargs,src.aura.asr.file_pipeline,93,function
format_timestamp,src.aura.asr.file_pipeline,105,function
format_segment,src.aura.asr.file_pipeline,111,function
transcript_segment_from_whisper,src.aura.asr.file_pipeline,118,function
restore_transcript_segments_punctuation,src.aura.asr.file_pipeline,136,function
normalize_file_transcription_error,src.aura.asr.file_pipeline,179,function
prepare_import_audio,src.aura.asr.file_pipeline,200,function
transcribe_prepared_file,src.aura.asr.file_pipeline,285,function
transcribe_file,src.aura.asr.file_pipeline,297,function
request_cancel,src.aura.asr.file_pipeline,48,function
raise_if_cancelled,src.aura.asr.file_pipeline,51,function
contains_cjk,src.aura.asr.punctuation,59,function
cjk_count,src.aura.asr.punctuation,63,function
is_chinese_language,src.aura.asr.punctuation,67,function
looks_like_traditional_chinese,src.aura.asr.punctuation,80,function
should_restore_traditional_chinese_punctuation,src.aura.asr.punctuation,93,function
split_line_prefix,src.aura.asr.punctuation,97,function
has_readable_chinese_punctuation,src.aura.asr.punctuation,104,function
needs_model_punctuation,src.aura.asr.punctuation,108,function
normalize_chinese_punctuation,src.aura.asr.punctuation,113,function
punctuation_label_to_text,src.aura.asr.punctuation,137,function
insert_punctuation_by_offsets,src.aura.asr.punctuation,148,function
chunk_text,src.aura.asr.punctuation,171,function
default_restorer,src.aura.asr.punctuation,268,function
restore_chinese_punctuation,src.aura.asr.punctuation,275,function
restore_chinese_punctuation_for_line,src.aura.asr.punctuation,306,function
restore_chinese_punctuation_for_transcript,src.aura.asr.punctuation,322,function
restore,src.aura.asr.punctuation,232,function
live_asr_telemetry_message,src.aura.asr.threads,34,function
live_asr_telemetry_event,src.aura.asr.threads,51,function
cuda_required_error,src.aura.asr.threads,68,function
initial_prompt,src.aura.asr.threads,128,function
enable_denoise,src.aura.asr.threads,132,function
cancel_requested,src.aura.asr.threads,136,function
request_cancel,src.aura.asr.threads,139,function
emit_status,src.aura.asr.threads,145,function
run,src.aura.asr.threads,154,function
run,src.aura.asr.threads,197,function
update_live_settings,src.aura.asr.threads,252,function
run,src.aura.asr.threads,262,function
add_audio,src.aura.asr.threads,317,function
reset_stream_elapsed,src.aura.asr.threads,320,function
is_idle,src.aura.asr.threads,323,function
stop,src.aura.asr.threads,326,function
parse_pactl_sources,src.aura.audio.capture,52,function
pactl_info_value,src.aura.audio.capture,74,function
list_pulse_sources,src.aura.audio.capture,82,function
pulse_default_source_and_sink,src.aura.audio.capture,91,function
is_monitor_source,src.aura.audio.capture,103,function
select_system_pulse_source,src.aura.audio.capture,115,function
select_microphone_pulse_source,src.aura.audio.capture,128,function
select_pulse_sources_for_mode,src.aura.audio.capture,145,function
frame_rms,src.aura.audio.capture,167,function
gain_for_rms,src.aura.audio.capture,174,function
balance_audio_frames,src.aura.audio.capture,180,function
mix_audio_frames,src.aura.audio.capture,204,function
track_audio_frames,src.aura.audio.capture,225,function
frames_for_duration_seconds,src.aura.audio.capture,246,function
should_auto_stop_for_no_voice,src.aura.audio.capture,252,function
should_treat_frame_as_speech,src.aura.audio.capture,256,function
trim_trailing_unvoiced_frames,src.aura.audio.capture,271,function
start,src.aura.audio.capture,286,function
read,src.aura.audio.capture,305,function
close,src.aura.audio.capture,314,function
description,src.aura.audio.capture,333,function
start,src.aura.audio.capture,337,function
read,src.aura.audio.capture,345,function
read_tracks,src.aura.audio.capture,348,function
close,src.aura.audio.capture,353,function
description,src.aura.audio.capture,366,function
start,src.aura.audio.capture,369,function
read,src.aura.audio.capture,372,function
read_tracks,src.aura.audio.capture,375,function
close,src.aura.audio.capture,382,function
run,src.aura.audio.capture,518,function
normalize_denoise_preset,src.aura.audio.denoise,41,function
denoise_policy_for,src.aura.audio.denoise,49,function
reduce_noise_safely,src.aura.audio.denoise,56,function
reduce_audio_segment_noise,src.aura.audio.denoise,84,function
import_enhancement_backend_for_policy,src.aura.audio.enhancement_backends,35,function
enhance_import_audio_if_available,src.aura.audio.enhancement_backends,134,function
succeeded,src.aura.audio.enhancement_backends,31,function
recording_audio_format_spec,src.aura.audio.export,53,function
audio_path_for_wav,src.aura.audio.export,61,function
mp3_path_for_wav,src.aura.audio.export,65,function
normalize_wav_to_recording_audio,src.aura.audio.export,69,function
normalize_wav_to_mp3,src.aura.audio.export,113,function
normalize_meeting_distance_mode,src.aura.audio.meeting_distance,118,function
meeting_distance_policy_for,src.aura.audio.meeting_distance,125,function
effective_denoise_preset_for_mode,src.aura.audio.meeting_distance,129,function
apply_live_segment_agc,src.aura.audio.meeting_distance,139,function
metadata,src.aura.audio.meeting_distance,35,function
require_ffmpeg,src.aura.audio.normalization,31,function
require_ffprobe,src.aura.audio.normalization,38,function
parse_mean_volume,src.aura.audio.normalization,42,function
gain_for_target_dbfs,src.aura.audio.normalization,54,function
normalization_filter_chain,src.aura.audio.normalization,60,function
detect_cpu_count,src.aura.audio.normalization,72,function
normalization_thread_count,src.aura.audio.normalization,107,function
normalization_cpu_status,src.aura.audio.normalization,114,function
ffmpeg_cpu_args,src.aura.audio.normalization,125,function
probe_duration_seconds,src.aura.audio.normalization,130,function
emit_progress,src.aura.audio.normalization,154,function
measure_mean_volume_dbfs,src.aura.audio.normalization,159,function
parse_out_time_ms,src.aura.audio.normalization,186,function
run_ffmpeg_with_progress,src.aura.audio.normalization,194,function
normalize_media_with_ffmpeg,src.aura.audio.normalization,221,function
normalize_media_to_wav,src.aura.audio.normalization,266,function
normalize_wav_to_mp3_with_ffmpeg,src.aura.audio.normalization,282,function
available,src.aura.audio.normalization,27,function
write_session_manifest,src.aura.audio.recording_session,38,function
discover_recoverable_sessions,src.aura.audio.recording_session,79,function
recover_recording_session,src.aura.audio.recording_session,118,function
start,src.aura.audio.recording_session,182,function
append_pcm,src.aura.audio.recording_session,219,function
checkpoint,src.aura.audio.recording_session,269,function
finalize,src.aura.audio.recording_session,295,function
enhance,src.aura.audio.run_clearvoice_enhancement,6,function
main,src.aura.audio.run_clearvoice_enhancement,18,function
run,src.aura.audio.splitter,18,function
output_extension,src.aura.audio.splitter_pipeline,44,function
source_bitrate,src.aura.audio.splitter_pipeline,49,function
export_format_for_ext,src.aura.audio.splitter_pipeline,57,function
choose_cut_point,src.aura.audio.splitter_pipeline,65,function
export_chunk,src.aura.audio.splitter_pipeline,89,function
split_audio_file,src.aura.audio.splitter_pipeline,99,function
target_ms,src.aura.audio.splitter_pipeline,23,function
tolerance_ms,src.aura.audio.splitter_pipeline,27,function
audit_enabled_from_env,src.aura.audit,83,function
retention_days_from_env,src.aura.audit,87,function
default_audit_dir,src.aura.audit,95,function
sanitize_details,src.aura.audit,122,function
read_audit_events,src.aura.audit,281,function
verify_audit_integrity,src.aura.audit,307,function
analyze_audit_events,src.aura.audit,385,function
render_audit_markdown,src.aura.audit,514,function
write_audit_report,src.aura.audit,563,function
prune_expired_files,src.aura.audit,192,function
record,src.aura.audit,203,function
load_claims,src.aura.claim_review,50,function
record_claim_review,src.aura.claim_review,70,function
record_claim_edit,src.aura.claim_review,109,function
local_hf_token_secret_paths,src.aura.diarization.pyannote_pipeline,63,function
huggingface_token,src.aura.diarization.pyannote_pipeline,70,function
pyannote_audio_available,src.aura.diarization.pyannote_pipeline,81,function
validate_diarization_runtime,src.aura.diarization.pyannote_pipeline,88,function
